CARD_TYPE,COUNT,PERIOD,TRAIN_LINE
Day Pass without SAF,nan,June 2017,T1 North Shore Line
Employee,nan,June 2017,T1 North Shore Line
Free Travel,nan,June 2017,T1 North Shore Line
School Student,nan,June 2017,T1 North Shore Line
Senior/Pensioner,nan,June 2017,T1 North Shore Line
Sgl Trip Rail Adult,nan,June 2017,T1 North Shore Line
Sgl Trip Rail Child/Youth,nan,June 2017,T1 North Shore Line
Adult,nan,June 2017,T1 Northern Line
Child/Youth,nan,June 2017,T1 Northern Line
Concession,nan,June 2017,T1 Northern Line
CTP,nan,June 2017,T1 Northern Line
Day Pass Child/Youth w/o SAF,nan,June 2017,T1 Northern Line
Day Pass without SAF,nan,June 2017,T1 Northern Line
Employee,nan,June 2017,T1 Northern Line
Free Travel,nan,June 2017,T1 Northern Line
School Student,nan,June 2017,T1 Northern Line
Senior/Pensioner,nan,June 2017,T1 Northern Line
Sgl Trip Rail Adult,nan,June 2017,T1 Northern Line
Sgl Trip Rail Child/Youth,nan,June 2017,T1 Northern Line
Adult,nan,June 2017,T1 Western Line
Child/Youth,nan,June 2017,T1 Western Line
Concession,nan,June 2017,T1 Western Line
CTP,nan,June 2017,T1 Western Line
Day Pass Child/Youth w/o SAF,nan,June 2017,T1 Western Line
Day Pass without SAF,nan,June 2017,T1 Western Line
Employee,nan,June 2017,T1 Western Line
Free Travel,nan,June 2017,T1 Western Line
School Student,nan,June 2017,T1 Western Line
Senior/Pensioner,nan,June 2017,T1 Western Line
Sgl Trip Rail Adult,nan,June 2017,T1 Western Line
Sgl Trip Rail Child/Youth,nan,June 2017,T1 Western Line
Adult,nan,June 2017,T2 Inner West Line
Child/Youth,nan,June 2017,T2 Inner West Line
Concession,nan,June 2017,T2 Inner West Line
CTP,nan,June 2017,T2 Inner West Line
Day Pass Child/Youth w/o SAF,nan,June 2017,T2 Inner West Line
Day Pass without SAF,nan,June 2017,T2 Inner West Line
Employee,nan,June 2017,T2 Inner West Line
Free Travel,nan,June 2017,T2 Inner West Line
School Student,nan,June 2017,T2 Inner West Line
Senior/Pensioner,nan,June 2017,T2 Inner West Line
Sgl Trip Rail Adult,nan,June 2017,T2 Inner West Line
Sgl Trip Rail Child/Youth,nan,June 2017,T2 Inner West Line
Adult,nan,June 2017,T2 Leppington Line
Child/Youth,nan,June 2017,T2 Leppington Line
Concession,nan,June 2017,T2 Leppington Line
CTP,nan,June 2017,T2 Leppington Line
Day Pass Child/Youth w/o SAF,nan,June 2017,T2 Leppington Line
Day Pass without SAF,nan,June 2017,T2 Leppington Line
Employee,nan,June 2017,T2 Leppington Line
Free Travel,nan,June 2017,T2 Leppington Line
School Student,nan,June 2017,T2 Leppington Line
Senior/Pensioner,nan,June 2017,T2 Leppington Line
Sgl Trip Rail Adult,nan,June 2017,T2 Leppington Line
Sgl Trip Rail Child/Youth,nan,June 2017,T2 Leppington Line
Adult,nan,June 2017,T8 Airport and South Line
Child/Youth,nan,June 2017,T8 Airport and South Line
Concession,nan,June 2017,T8 Airport and South Line
CTP,nan,June 2017,T8 Airport and South Line
Day Pass Child/Youth w/o SAF,nan,June 2017,T8 Airport and South Line
Day Pass without SAF,nan,June 2017,T8 Airport and South Line
Employee,nan,June 2017,T8 Airport and South Line
Free Travel,nan,June 2017,T8 Airport and South Line
School Student,nan,June 2017,T8 Airport and South Line
Senior/Pensioner,nan,June 2017,T8 Airport and South Line
Sgl Trip Rail Adult,nan,June 2017,T8 Airport and South Line
Sgl Trip Rail Child/Youth,nan,June 2017,T8 Airport and South Line
Adult,nan,June 2017,T9 Northern Line
Child/Youth,nan,June 2017,T9 Northern Line
Concession,nan,June 2017,T9 Northern Line
CTP,nan,June 2017,T9 Northern Line
Employee,nan,June 2017,T9 Northern Line
Free Travel,nan,June 2017,T9 Northern Line
School Student,nan,June 2017,T9 Northern Line
Senior/Pensioner,nan,June 2017,T9 Northern Line
Sgl Trip Rail Adult,nan,June 2017,T9 Northern Line
Sgl Trip Rail Child/Youth,nan,June 2017,T9 Northern Line
Total,"31,706,870",June 2017,Grand Total
Adult,"9,247,078",July 2017,"T1 North Shore, Northern and Western Line"
Child/Youth,"543,192",July 2017,"T1 North Shore, Northern and Western Line"
Concession,"679,908",July 2017,"T1 North Shore, Northern and Western Line"
Day Pass Child/Youth w/o SAF,nan,July 2017,"T1 North Shore, Northern and Western Line"
Day Pass without SAF,nan,July 2017,"T1 North Shore, Northern and Western Line"
Employee,"109,516",July 2017,"T1 North Shore, Northern and Western Line"
Free Travel,"12,363",July 2017,"T1 North Shore, Northern and Western Line"
School Student,"249,878",July 2017,"T1 North Shore, Northern and Western Line"
Senior/Pensioner,"963,069",July 2017,"T1 North Shore, Northern and Western Line"
Sgl Trip Rail Adult,"85,059",July 2017,"T1 North Shore, Northern and Western Line"
Sgl Trip Rail Child/Youth,"30,435",July 2017,"T1 North Shore, Northern and Western Line"
Adult,"5,772,717",July 2017,"T2 Airport, Inner West and South Line"
Child/Youth,"310,963",July 2017,"T2 Airport, Inner West and South Line"
Concession,"423,577",July 2017,"T2 Airport, Inner West and South Line"
Day Pass Child/Youth w/o SAF,nan,July 2017,"T2 Airport, Inner West and South Line"
Day Pass without SAF,nan,July 2017,"T2 Airport, Inner West and South Line"
Employee,"74,716",July 2017,"T2 Airport, Inner West and South Line"
Free Travel,"7,182",July 2017,"T2 Airport, Inner West and South Line"
School Student,"103,110",July 2017,"T2 Airport, Inner West and South Line"
Senior/Pensioner,"609,771",July 2017,"T2 Airport, Inner West and South Line"
Sgl Trip Rail Adult,"158,568",July 2017,"T2 Airport, Inner West and South Line"
Sgl Trip Rail Child/Youth,"30,569",July 2017,"T2 Airport, Inner West and South Line"
Adult,"1,595,259",July 2017,T3 Bankstown Line
Child/Youth,"98,067",July 2017,T3 Bankstown Line
Concession,"128,362",July 2017,T3 Bankstown Line
CTP,nan,July 2017,T3 Bankstown Line
Day Pass Child/Youth w/o SAF,nan,July 2017,T3 Bankstown Line
Day Pass without SAF,nan,July 2017,T3 Bankstown Line
Employee,"13,287",July 2017,T3 Bankstown Line
Free Travel,"1,322",July 2017,T3 Bankstown Line
School Student,"32,763",July 2017,T3 Bankstown Line
Senior/Pensioner,"228,782",July 2017,T3 Bankstown Line
Sgl Trip Rail Adult,"13,451",July 2017,T3 Bankstown Line
Sgl Trip Rail Child/Youth,"5,089",July 2017,T3 Bankstown Line
Adult,"4,305,581",July 2017,T4 Eastern Suburbs and Illawarra Line
Child/Youth,"220,360",July 2017,T4 Eastern Suburbs and Illawarra Line
Concession,"237,799",July 2017,T4 Eastern Suburbs and Illawarra Line
CTP,nan,July 2017,T4 Eastern Suburbs and Illawarra Line
Day Pass Child/Youth w/o SAF,nan,July 2017,T4 Eastern Suburbs and Illawarra Line
Day Pass without SAF,nan,July 2017,T4 Eastern Suburbs and Illawarra Line
Employee,"49,124",July 2017,T4 Eastern Suburbs and Illawarra Line
Free Travel,"6,235",July 2017,T4 Eastern Suburbs and Illawarra Line
School Student,"79,706",July 2017,T4 Eastern Suburbs and Illawarra Line
Senior/Pensioner,"471,775",July 2017,T4 Eastern Suburbs and Illawarra Line
Sgl Trip Rail Adult,"40,092",July 2017,T4 Eastern Suburbs and Illawarra Line
Sgl Trip Rail Child/Youth,"13,343",July 2017,T4 Eastern Suburbs and Illawarra Line
Adult,"350,467",July 2017,T5 Cumberland Line
Child/Youth,"19,117",July 2017,T5 Cumberland Line
Concession,"31,190",July 2017,T5 Cumberland Line
CTP,nan,July 2017,T5 Cumberland Line
Employee,"2,744",July 2017,T5 Cumberland Line
Free Travel,107,July 2017,T5 Cumberland Line
School Student,"7,908",July 2017,T5 Cumberland Line
Senior/Pensioner,"48,575",July 2017,T5 Cumberland Line
Sgl Trip Rail Adult,"1,982",July 2017,T5 Cumberland Line
Sgl Trip Rail Child/Youth,710,July 2017,T5 Cumberland Line
Adult,"35,593",July 2017,T6 Carlingford Line
Child/Youth,"1,260",July 2017,T6 Carlingford Line
Concession,"2,284",July 2017,T6 Carlingford Line
CTP,nan,July 2017,T6 Carlingford Line
Day Pass without SAF,nan,July 2017,T6 Carlingford Line
Employee,189,July 2017,T6 Carlingford Line
Free Travel,47,July 2017,T6 Carlingford Line
School Student,543,July 2017,T6 Carlingford Line
Senior/Pensioner,"3,430",July 2017,T6 Carlingford Line
Sgl Trip Rail Adult,77,July 2017,T6 Carlingford Line
Sgl Trip Rail Child/Youth,12,July 2017,T6 Carlingford Line
Adult,"145,031",July 2017,T7 Olympic Park Line
Child/Youth,"11,150",July 2017,T7 Olympic Park Line
Concession,"9,020",July 2017,T7 Olympic Park Line
CTP,nan,July 2017,T7 Olympic Park Line
Day Pass without SAF,nan,July 2017,T7 Olympic Park Line
Employee,612,July 2017,T7 Olympic Park Line
Free Travel,34,July 2017,T7 Olympic Park Line
School Student,"1,574",July 2017,T7 Olympic Park Line
Senior/Pensioner,"10,536",July 2017,T7 Olympic Park Line
Sgl Trip Rail Adult,"2,021",July 2017,T7 Olympic Park Line
Sgl Trip Rail Child/Youth,628,July 2017,T7 Olympic Park Line
Adult,"606,060",July 2017,Blue Mountains Line
Child/Youth,"49,681",July 2017,Blue Mountains Line
Concession,"51,079",July 2017,Blue Mountains Line
CTP,nan,July 2017,Blue Mountains Line
Day Pass Child/Youth w/o SAF,nan,July 2017,Blue Mountains Line
Day Pass without SAF,nan,July 2017,Blue Mountains Line
Employee,"11,025",July 2017,Blue Mountains Line
Free Travel,"1,151",July 2017,Blue Mountains Line
School Student,"14,426",July 2017,Blue Mountains Line
Senior/Pensioner,"108,247",July 2017,Blue Mountains Line
Sgl Trip Rail Adult,"6,655",July 2017,Blue Mountains Line
Sgl Trip Rail Child/Youth,"2,711",July 2017,Blue Mountains Line
Adult,"1,136,943",July 2017,Central Coast Newcastle Line
Child/Youth,"95,435",July 2017,Central Coast Newcastle Line
Concession,"94,295",July 2017,Central Coast Newcastle Line
CTP,nan,July 2017,Central Coast Newcastle Line
Day Pass Child/Youth w/o SAF,nan,July 2017,Central Coast Newcastle Line
Day Pass without SAF,nan,July 2017,Central Coast Newcastle Line
Employee,"23,378",July 2017,Central Coast Newcastle Line
Free Travel,"2,537",July 2017,Central Coast Newcastle Line
School Student,"55,243",July 2017,Central Coast Newcastle Line
Senior/Pensioner,"228,477",July 2017,Central Coast Newcastle Line
Sgl Trip Rail Adult,"14,556",July 2017,Central Coast Newcastle Line
Sgl Trip Rail Child/Youth,"5,349",July 2017,Central Coast Newcastle Line
Adult,"35,351",July 2017,Hunter Line
Child/Youth,"5,300",July 2017,Hunter Line
Concession,"8,043",July 2017,Hunter Line
CTP,nan,July 2017,Hunter Line
Day Pass Child/Youth w/o SAF,nan,July 2017,Hunter Line
Day Pass without SAF,nan,July 2017,Hunter Line
Employee,720,July 2017,Hunter Line
Free Travel,154,July 2017,Hunter Line
School Student,"2,300",July 2017,Hunter Line
Senior/Pensioner,"15,486",July 2017,Hunter Line
Sgl Trip Rail Adult,913,July 2017,Hunter Line
Sgl Trip Rail Child/Youth,589,July 2017,Hunter Line
Adult,"544,210",July 2017,South Coast Line
Child/Youth,"43,830",July 2017,South Coast Line
Concession,"48,506",July 2017,South Coast Line
CTP,nan,July 2017,South Coast Line
Day Pass Child/Youth w/o SAF,nan,July 2017,South Coast Line
Day Pass without SAF,nan,July 2017,South Coast Line
Employee,"7,637",July 2017,South Coast Line
Free Travel,863,July 2017,South Coast Line
School Student,"13,965",July 2017,South Coast Line
Senior/Pensioner,"97,916",July 2017,South Coast Line
Sgl Trip Rail Adult,"6,100",July 2017,South Coast Line
Sgl Trip Rail Child/Youth,"2,349",July 2017,South Coast Line
Adult,"52,952",July 2017,Southern Highlands Line
Child/Youth,"9,261",July 2017,Southern Highlands Line
Concession,"5,566",July 2017,Southern Highlands Line
CTP,nan,July 2017,Southern Highlands Line
Day Pass without SAF,nan,July 2017,Southern Highlands Line
Employee,"1,086",July 2017,Southern Highlands Line
Free Travel,233,July 2017,Southern Highlands Line
School Student,"1,084",July 2017,Southern Highlands Line
Senior/Pensioner,"18,772",July 2017,Southern Highlands Line
Sgl Trip Rail Adult,788,July 2017,Southern Highlands Line
Sgl Trip Rail Child/Youth,403,July 2017,Southern Highlands Line
Adult,nan,July 2017,Station Link
Child/Youth,nan,July 2017,Station Link
Concession,nan,July 2017,Station Link
Day Pass without SAF,nan,July 2017,Station Link
Employee,nan,July 2017,Station Link
Free Travel,nan,July 2017,Station Link
School Student,nan,July 2017,Station Link
Senior/Pensioner,nan,July 2017,Station Link
Sgl Trip Rail Adult,nan,July 2017,Station Link
Sgl Trip Rail Child/Youth,nan,July 2017,Station Link
Adult,nan,July 2017,T1 North Shore Line
Child/Youth,nan,July 2017,T1 North Shore Line
Concession,nan,July 2017,T1 North Shore Line
CTP,nan,July 2017,T1 North Shore Line
Day Pass Child/Youth w/o SAF,nan,July 2017,T1 North Shore Line
Day Pass without SAF,nan,July 2017,T1 North Shore Line
Employee,nan,July 2017,T1 North Shore Line
Free Travel,nan,July 2017,T1 North Shore Line
School Student,nan,July 2017,T1 North Shore Line
Senior/Pensioner,nan,July 2017,T1 North Shore Line
Sgl Trip Rail Adult,nan,July 2017,T1 North Shore Line
Sgl Trip Rail Child/Youth,nan,July 2017,T1 North Shore Line
Adult,nan,July 2017,T1 Northern Line
Child/Youth,nan,July 2017,T1 Northern Line
Concession,nan,July 2017,T1 Northern Line
CTP,nan,July 2017,T1 Northern Line
Day Pass Child/Youth w/o SAF,nan,July 2017,T1 Northern Line
Day Pass without SAF,nan,July 2017,T1 Northern Line
Employee,nan,July 2017,T1 Northern Line
Free Travel,nan,July 2017,T1 Northern Line
School Student,nan,July 2017,T1 Northern Line
Senior/Pensioner,nan,July 2017,T1 Northern Line
Sgl Trip Rail Adult,nan,July 2017,T1 Northern Line
Sgl Trip Rail Child/Youth,nan,July 2017,T1 Northern Line
Adult,nan,July 2017,T1 Western Line
Child/Youth,nan,July 2017,T1 Western Line
Concession,nan,July 2017,T1 Western Line
CTP,nan,July 2017,T1 Western Line
Day Pass Child/Youth w/o SAF,nan,July 2017,T1 Western Line
Day Pass without SAF,nan,July 2017,T1 Western Line
Employee,nan,July 2017,T1 Western Line
Free Travel,nan,July 2017,T1 Western Line
School Student,nan,July 2017,T1 Western Line
Senior/Pensioner,nan,July 2017,T1 Western Line
Sgl Trip Rail Adult,nan,July 2017,T1 Western Line
Sgl Trip Rail Child/Youth,nan,July 2017,T1 Western Line
Adult,nan,July 2017,T2 Inner West Line
Child/Youth,nan,July 2017,T2 Inner West Line
Concession,nan,July 2017,T2 Inner West Line
CTP,nan,July 2017,T2 Inner West Line
Day Pass Child/Youth w/o SAF,nan,July 2017,T2 Inner West Line
Day Pass without SAF,nan,July 2017,T2 Inner West Line
Employee,nan,July 2017,T2 Inner West Line
Free Travel,nan,July 2017,T2 Inner West Line
School Student,nan,July 2017,T2 Inner West Line
Senior/Pensioner,nan,July 2017,T2 Inner West Line
Sgl Trip Rail Adult,nan,July 2017,T2 Inner West Line
Sgl Trip Rail Child/Youth,nan,July 2017,T2 Inner West Line
Adult,nan,July 2017,T2 Leppington Line
Child/Youth,nan,July 2017,T2 Leppington Line
Concession,nan,July 2017,T2 Leppington Line
CTP,nan,July 2017,T2 Leppington Line
Day Pass Child/Youth w/o SAF,nan,July 2017,T2 Leppington Line
Day Pass without SAF,nan,July 2017,T2 Leppington Line
Employee,nan,July 2017,T2 Leppington Line
Free Travel,nan,July 2017,T2 Leppington Line
School Student,nan,July 2017,T2 Leppington Line
Senior/Pensioner,nan,July 2017,T2 Leppington Line
Sgl Trip Rail Adult,nan,July 2017,T2 Leppington Line
Sgl Trip Rail Child/Youth,nan,July 2017,T2 Leppington Line
Adult,nan,July 2017,T8 Airport and South Line
Child/Youth,nan,July 2017,T8 Airport and South Line
Concession,nan,July 2017,T8 Airport and South Line
CTP,nan,July 2017,T8 Airport and South Line
Day Pass Child/Youth w/o SAF,nan,July 2017,T8 Airport and South Line
Day Pass without SAF,nan,July 2017,T8 Airport and South Line
Employee,nan,July 2017,T8 Airport and South Line
Free Travel,nan,July 2017,T8 Airport and South Line
School Student,nan,July 2017,T8 Airport and South Line
Senior/Pensioner,nan,July 2017,T8 Airport and South Line
Sgl Trip Rail Adult,nan,July 2017,T8 Airport and South Line
Sgl Trip Rail Child/Youth,nan,July 2017,T8 Airport and South Line
Adult,nan,July 2017,T9 Northern Line
Child/Youth,nan,July 2017,T9 Northern Line
Concession,nan,July 2017,T9 Northern Line
CTP,nan,July 2017,T9 Northern Line
Employee,nan,July 2017,T9 Northern Line
Free Travel,nan,July 2017,T9 Northern Line
School Student,nan,July 2017,T9 Northern Line
Senior/Pensioner,nan,July 2017,T9 Northern Line
Sgl Trip Rail Adult,nan,July 2017,T9 Northern Line
Sgl Trip Rail Child/Youth,nan,July 2017,T9 Northern Line
Total,"31,070,534",July 2017,Grand Total
Adult,"9,969,136",August 2017,"T1 North Shore, Northern and Western Line"
Child/Youth,"385,194",August 2017,"T1 North Shore, Northern and Western Line"
Concession,"1,147,815",August 2017,"T1 North Shore, Northern and Western Line"
Day Pass Child/Youth w/o SAF,3,August 2017,"T1 North Shore, Northern and Western Line"
Day Pass without SAF,9,August 2017,"T1 North Shore, Northern and Western Line"
Employee,"119,095",August 2017,"T1 North Shore, Northern and Western Line"
Free Travel,"13,432",August 2017,"T1 North Shore, Northern and Western Line"
School Student,"548,932",August 2017,"T1 North Shore, Northern and Western Line"
Senior/Pensioner,"997,504",August 2017,"T1 North Shore, Northern and Western Line"
Sgl Trip Rail Adult,"84,262",August 2017,"T1 North Shore, Northern and Western Line"
Sgl Trip Rail Child/Youth,"21,061",August 2017,"T1 North Shore, Northern and Western Line"
Adult,"6,154,100",August 2017,"T2 Airport, Inner West and South Line"
Child/Youth,"217,247",August 2017,"T2 Airport, Inner West and South Line"
Concession,"677,580",August 2017,"T2 Airport, Inner West and South Line"
Day Pass Child/Youth w/o SAF,3,August 2017,"T2 Airport, Inner West and South Line"
Day Pass without SAF,5,August 2017,"T2 Airport, Inner West and South Line"
Employee,"81,286",August 2017,"T2 Airport, Inner West and South Line"
Free Travel,"7,637",August 2017,"T2 Airport, Inner West and South Line"
School Student,"230,911",August 2017,"T2 Airport, Inner West and South Line"
Senior/Pensioner,"621,555",August 2017,"T2 Airport, Inner West and South Line"
Sgl Trip Rail Adult,"158,954",August 2017,"T2 Airport, Inner West and South Line"
Sgl Trip Rail Child/Youth,"20,893",August 2017,"T2 Airport, Inner West and South Line"
Adult,"1,771,896",August 2017,T3 Bankstown Line
Child/Youth,"77,292",August 2017,T3 Bankstown Line
Concession,"210,562",August 2017,T3 Bankstown Line
CTP,nan,August 2017,T3 Bankstown Line
Day Pass Child/Youth w/o SAF,2,August 2017,T3 Bankstown Line
Day Pass without SAF,1,August 2017,T3 Bankstown Line
Employee,"14,633",August 2017,T3 Bankstown Line
Free Travel,"1,509",August 2017,T3 Bankstown Line
School Student,"75,703",August 2017,T3 Bankstown Line
Senior/Pensioner,"242,881",August 2017,T3 Bankstown Line
Sgl Trip Rail Adult,"13,744",August 2017,T3 Bankstown Line
Sgl Trip Rail Child/Youth,"3,909",August 2017,T3 Bankstown Line
Adult,"4,629,174",August 2017,T4 Eastern Suburbs and Illawarra Line
Child/Youth,"157,585",August 2017,T4 Eastern Suburbs and Illawarra Line
Concession,"378,385",August 2017,T4 Eastern Suburbs and Illawarra Line
CTP,nan,August 2017,T4 Eastern Suburbs and Illawarra Line
